0.02406779,-0.01920602,-0.02500822,0.02594024,0.03413552,0.03813853,-0.03364349,0.00389481,0.03412706,0.04178090,0.04539220,-0.02644883,0.02004901,-0.04118329,0.02554191,0.01767891,-0.03387251,-0.00987990,-0.02663543,-0.02901739,0.02778289,-0.03480021,-0.02148181,0.01877413,-0.01437526,0.01536920,-0.01876800,0.01696685,0.04914539,-0.04055155,-0.02135899,0.01671952,0.04220087,0.04034894,0.04841692,0.04426844,0.02521775,-0.00188429,0.02297781,-0.00326646,0.01443217,0.04667650,0.03383473,-0.02784694,-0.04477007,-0.03457994,0.04829121,0.02964945,0.03375359,-0.02225217,-0.00290444,0.04773093,0.02489844,-0.03197379,0.02843659,-0.00079256,0.04449869,0.00661874,-0.00399154,-0.01501879,0.02658520,0.01875261,-0.01880763,-0.01233643,-0.00732169,-0.03204228,-0.01265517,0.02992872,0.01023922,-0.04879269,0.03648224,0.00510175,0.04015192,0.04591635,-0.04443119,0.02085212,-0.00340902,0.03917192,-0.00900885,-0.04550800,-0.01825458,-0.02383216,-0.03514428,-0.04368584,-0.01890665,-0.02593483,-0.00059851,-0.03188004,-0.03730553,0.00828296,0.01172706,0.01217917,-0.04450748,0.00950621,-0.00988711,-0.00663000,0.04551684,0.03401453,-0.02127103,-0.00451025,-0.01510146,0.01266890,-0.04150578,0.03848773,0.01683177,-0.03286637,-0.03848067,-0.04010292,0.03270159,0.02912777,0.00782288,0.00011421,0.02996530,-0.02478081,0.01051002,0.00905835,-0.01279360,-0.00012870,0.03220231,-0.03443058,-0.04473300,-0.00919523,-0.01668360,0.01378975,-0.01734770,-0.03656763,-0.01678174,-0.02438378
-0.02223171,0.01371457,0.03671610,-0.01654258,-0.04954848,0.04277320,0.00701785,-0.00479521,0.01215068,0.02240696,0.02359722,-0.00730250,-0.04909930,0.04203214,0.03617180,-0.04135714,0.04458613,0.04627675,-0.00244155,-0.00347890,0.04970186,0.03712303,0.02214683,0.00716801,-0.04597077,-0.04080232,-0.00899854,0.03848935,-0.00358923,-0.00338172,0.01898384,-0.01974811,0.00323095,-0.04026178,-0.00149198,0.03614903,-0.01891535,0.03377528,0.03558725,0.03354681,-0.00276338,0.01080484,0.03806766,-0.04418220,-0.01404756,0.04618535,-0.03577872,0.01180379,0.01784842,0.04849238,0.01577045,-0.01135425,0.02008954,-0.02093170,0.00698551,-0.04721596,-0.04300494,-0.04074418,0.04442707,0.00740394,-0.00254147,-0.03377794,-0.04459386,-0.02681069,-0.00436875,0.04621834,-0.02374757,0.03179472,-0.04867325,0.03670413,-0.01365465,-0.02055606,-0.02384257,0.00797326,-0.01370333,-0.01142295,-0.04838959,-0.03498098,-0.02116006,-0.00857482,-0.03040083,0.01342274,-0.04012561,-0.03097204,0.03186664,-0.01188873,0.02028948,0.01690431,-0.03367222,0.03998146,-0.04678185,-0.00109211,0.01082693,-0.04167507,0.01759559,-0.03174564,-0.03517131,-0.01471300,-0.01944235,0.00949280,0.02121627,-0.00108136,0.03086099,-0.01103672,0.03855643,0.04496980,0.01921686,-0.02087493,0.01340506,0.01469288,0.00781121,0.03065823,0.01293129,-0.03814020,-0.00648273,-0.03764516,0.04067959,-0.04996558,-0.04152631,0.04868552,-0.00372428,-0.03092827,0.03739267,0.00637254,0.04200215,-0.03799560,-0.00816531,0.01060686
0.00502656,0.02621629,-0.00577701,0.03404192,0.04172180,-0.00913464,-0.01076795,0.01575293,-0.01232274,0.00411490,0.02320569,-0.00586254,-0.00695874,0.01040692,-0.03022487,0.00885170,0.02579639,0.04968983,-0.04549122,-0.01177626,0.04592834,0.01762524,-0.00755380,0.01305666,0.01951700,0.01218409,0.00322337,-0.02893284,0.00883281,-0.04048273,0.02628777,0.00698457,-0.03495489,-0.00138578,0.03811904,-0.00863201,0.02544301,-0.01093056,-0.03104577,0.03076446,0.03113509,-0.02224515,0.00494511,0.02788635,-0.02348191,0.01876742,-0.01731770,-0.03162457,-0.01632419,-0.01658944,0.01749718,0.04257450,-0.03226459,-0.03602716,-0.04430198,0.03488793,-0.01468180,0.01660274,0.04835412,-0.02463872,0.00069060,0.04211623,-0.00711111,0.04103226,-0.04655345,0.02990824,0.02257505,0.03449180,-0.03609885,-0.04187695,-0.04074530,0.03002888,-0.01582583,-0.03926343,0.00749849,0.03797152,0.03470360,0.04657764,-0.04430905,0.00209029,0.04769352,0.00391771,-0.03944907,0.00041442,-0.04155687,0.03840557,0.03466213,-0.02534619,-0.02743461,-0.04413799,-0.03148258,-0.04475041,-0.01147030,0.04100326,-0.02610995,0.01116509,0.04690306,0.02613222,-0.03552435,-0.02162991,0.00281075,-0.03443739,-0.02858834,0.02868230,0.02410386,0.03198173,-0.03917962,-0.00567783,0.01349059,0.02161166,-0.04004961,0.00517715,0.01392600,-0.01580322,-0.02095900,0.00392164,0.00726919,-0.00602955,0.03930746,-0.00544463,0.03631401,-0.03702087,-0.01557387,-0.00738367,-0.01955998,0.00786892,0.02094832,-0.01898690
-0.02791066,0.00993193,0.01955673,0.00156519,-0.02835295,-0.00416581,-0.03691416,0.03011734,0.02845892,0.00504134,-0.03623395,0.00247575,-0.00639082,-0.00095921,-0.04074104,0.00284902,-0.00245867,-0.01584467,0.01505450,-0.02800765,-0.03228997,0.02333105,0.02533833,0.02601654,-0.03638761,-0.02018987,0.03047828,-0.01110449,-0.03681807,0.03198877,0.02865877,0.03052836,0.04976198,-0.03636865,0.00860248,-0.01855585,-0.00204759,0.03268490,0.03504167,-0.01555756,0.04276012,0.00970381,0.02111122,0.01327452,-0.02596114,-0.01456256,-0.01829726,0.02140304,0.01024347,0.01250852,0.01107262,-0.00991943,0.00987610,-0.00738975,0.03071341,-0.01892201,-0.04399804,-0.04529569,-0.03588895,-0.03444013,-0.03374605,-0.01282879,-0.03851608,-0.03578658,-0.04916808,-0.03631105,-0.01996706,-0.03405183,-0.02218441,0.01023180,-0.04978130,0.01773806,0.00347645,0.04187873,0.04451046,-0.04813369,0.03965766,-0.03325165,0.01434398,-0.01502990,-0.03097764,-0.04064861,0.04215076,-0.02046158,0.03941069,0.00760362,-0.02339172,-0.00325023,0.03265053,-0.03586075,0.01588004,0.00856274,0.04860729,0.03786894,0.02636156,0.01891717,0.00062808,-0.04976659,-0.03930490,-0.04253762,0.04537584,-0.02006128,0.03904088,0.04740622,0.03277994,0.00559770,0.00314265,0.03359351,-0.01836900,0.00148185,-0.02590639,-0.00964642,0.03859003,0.01029274,-0.03321373,0.02365665,-0.01516283,0.02482125,-0.00351733,-0.01362661,0.04869029,0.02719958,-0.00566538,0.00309455,0.02791778,0.02719965,0.01217582,0.04626809
0.01467528,-0.02271293,-0.02513279,0.00980607,-0.00968855,-0.01373436,-0.04498561,0.00724640,0.02241610,-0.04223159,-0.01726402,0.00799992,0.04865241,-0.00221387,-0.01293877,-0.03014296,0.03193830,0.00445204,0.03973900,-0.02597915,0.00014055,0.00691739,-0.00871308,-0.01709051,-0.04709674,-0.01252698,0.01210641,-0.04649456,0.00941130,0.03418744,0.03178084,-0.02430391,-0.00781208,-0.04977270,0.03007169,-0.04008116,0.04238579,0.02354536,0.02761280,0.01099131,-0.04773494,-0.00054723,0.04901513,0.02603593,-0.01639410,-0.04840038,-0.01572170,0.03378366,-0.01092096,-0.03806861,-0.00932505,-0.01548136,0.00546827,0.01594483,-0.04402319,0.03455902,0.02161031,0.03911469,0.00082473,0.04269457,0.04950461,0.00718925,-0.01716898,0.04131177,-0.03712018,-0.03507905,-0.03921728,0.00224715,0.03117948,0.00007297,-0.02660782,-0.02724622,0.02318767,0.00135595,-0.00727599,0.03817393,-0.02274436,-0.00935145,-0.00952904,-0.01419317,0.00823864,-0.02008609,0.00230775,-0.03630929,0.01960555,-0.01159211,-0.02524790,-0.02363041,-0.02868821,0.00210486,0.02573745,-0.01334162,-0.02341201,-0.00361867,-0.04520676,-0.04078165,0.01898746,-0.00768090,0.02637127,-0.00257114,-0.04869646,0.04909615,-0.03402344,0.01782492,-0.02701428,0.01822163,0.00432448,-0.04653606,0.00137738,0.00170883,0.04791364,0.04710661,0.03813047,-0.01876713,0.04886809,-0.01838849,0.03739798,-0.02473077,0.00134692,0.04710031,-0.01167986,0.01054492,0.02745840,0.04521659,0.01683142,-0.03256670,0.00181603,0.03563733
0.02180239,-0.00997049,0.02599080,0.02059359,-0.04263391,0.02244693,-0.03849742,-0.03391947,0.02832873,0.02919412,-0.03209432,0.04103240,0.01135668,0.03627884,0.02593810,-0.04604731,0.00493535,-0.04728835,-0.00932216,0.01538828,-0.01177343,0.00243793,0.02178961,-0.02986934,-0.03812981,-0.01622577,-0.01620737,-0.00614174,0.04144222,-0.01708523,0.00008913,-0.01658435,-0.00930224,0.00532164,0.01527507,-0.02035307,0.04568012,-0.02358416,0.02175943,-0.04440447,-0.04211615,-0.04253486,0.00795674,-0.01773472,-0.03188446,-0.02561424,-0.04559653,-0.01134944,0.04009881,-0.04284388,0.01336193,0.03354309,0.04961280,0.00019110,-0.01136992,-0.03066793,-0.03838988,0.00353982,0.03507149,0.03994850,0.02174339,-0.04449392,-0.03001641,0.00392413,-0.01403850,0.04867435,0.01876882,-0.01371921,-0.04660624,0.00413157,-0.02430710,0.01408860,-0.03654689,-0.00765537,-0.03500068,0.03325968,-0.02018694,0.01804469,-0.02550226,0.04494611,0.02760089,-0.04294392,0.02486946,0.02211092,-0.04656680,0.01411594,0.04551177,0.03243857,0.00015286,-0.03566565,0.04882441,0.04037585,0.00190634,0.03769148,0.02468718,-0.02320698,-0.02121453,-0.01831571,-0.02576149,0.01384312,-0.00175875,0.02118419,0.04067493,0.02833794,-0.03865859,0.02002880,-0.04142616,-0.00750178,0.01798048,-0.01062523,0.02949626,-0.01574522,0.01454830,0.02906309,-0.01385463,0.00908881,-0.00245328,0.04888508,-0.01608189,0.02162947,0.03911570,-0.04951724,-0.04188026,-0.04018905,0.00336908,0.03527863,0.00444172,-0.03783059
0.00198741,-0.00894971,-0.00347116,-0.00225503,0.04011405,0.01962862,-0.03498327,-0.03295720,-0.03378353,0.02712016,-0.04629258,0.03299327,0.02698331,-0.02528576,0.01800692,0.00230413,0.02664024,-0.01623329,0.00901048,-0.01180323,-0.01709574,-0.01917387,0.01372311,-0.01268556,0.02962849,-0.00152489,0.03842910,0.04143015,-0.04811393,0.00021010,-0.00949362,0.01893291,0.00746300,0.04661906,0.02299142,0.03409563,-0.04147946,0.00011476,0.02938737,0.01279992,0.02071064,-0.01479839,-0.01534163,0.04283271,0.03136787,0.00825769,0.04257187,0.01763966,-0.02077239,-0.02180188,-0.03678743,-0.03387380,0.04025732,-0.03441225,0.00171986,-0.01415866,-0.03378768,-0.04372654,-0.01583062,0.03404546,0.04047832,0.04794573,-0.01803147,-0.01534037,-0.00777084,0.02228048,-0.00394498,0.04746982,-0.01655612,-0.01584140,0.01199008,-0.04143685,-0.03888925,-0.01357210,-0.01147186,0.00545753,0.03540388,-0.03254904,0.00391597,0.00958020,-0.03503042,0.01467777,-0.04420404,-0.00540570,-0.01183003,-0.04401498,0.00234175,0.00848419,0.03709428,-0.03655714,-0.01968992,-0.01664748,0.00866765,0.04729222,-0.04349658,-0.00311362,-0.03511868,-0.03092253,-0.00453909,0.04975100,-0.03303321,0.02371449,-0.03490884,0.03277056,-0.04068671,-0.03479128,0.01831695,0.02463407,0.03980672,0.00445500,-0.04206339,0.03376153,-0.04468330,-0.00397604,-0.01911530,0.01205839,0.00743524,-0.03494202,0.02467268,0.01102648,0.00276995,-0.01311163,0.01182034,0.03898880,-0.00319091,0.02074638,0.02273640,0.02409995
-0.01686303,-0.03279346,-0.00266403,0.01873312,-0.00247457,-0.03927163,-0.01432984,-0.03700152,0.03076467,0.01970688,-0.00474711,-0.02130130,-0.03206283,0.02075179,0.03127933,-0.04218742,-0.02530121,-0.03577657,0.00039420,-0.02321918,0.04059112,-0.00171221,0.01773870,0.04442452,-0.00764945,-0.01042842,0.03333382,0.01698043,0.04053156,0.00111445,-0.03610323,-0.02809015,0.04590224,0.02102799,-0.03064539,-0.02943014,0.03468497,-0.04586221,0.02892311,-0.04130715,0.03575025,-0.00102538,-0.03469105,0.01006311,-0.03931586,-0.02548708,-0.03279719,-0.03828367,0.02488708,0.02743815,0.02785582,0.01783914,-0.04209145,-0.01856216,-0.00884545,-0.02625749,0.04955833,-0.03562401,0.00658863,0.00847155,-0.00383654,-0.01591486,0.03066865,0.03271232,0.04627843,-0.01103140,0.02360230,0.00409796,0.00827548,-0.00037690,-0.04778517,0.00508881,-0.02660404,0.03272800,0.00121729,-0.03418574,0.02171630,-0.03543276,-0.04001732,-0.01117853,-0.02952285,-0.02154173,-0.03672200,-0.03401836,0.03204364,0.04678309,-0.04536551,-0.04297162,0.01177021,0.04047652,-0.02158307,-0.01636904,0.03075654,0.01127877,-0.00627059,0.00124600,-0.02574272,0.00879096,-0.04607457,-0.03000159,-0.04761859,-0.04338682,-0.04056265,-0.02969373,0.01786357,0.01709722,-0.00748608,0.01942983,-0.00151372,0.03603550,0.02806182,0.01848793,0.01503448,-0.01671905,-0.02012785,-0.04814355,-0.02604067,-0.01796248,-0.03135015,-0.04224951,-0.02267567,-0.03398129,-0.02925828,-0.04016405,-0.02010242,-0.02377092,0.03324076,0.02894381
-0.03685635,-0.03985096,0.03447061,0.00246424,-0.01335425,0.04188010,0.01383230,0.00191798,0.02410270,-0.04668786,0.01542694,-0.01808945,-0.00723397,-0.01387852,0.04880143,0.02812146,-0.02713740,0.03858198,-0.00410999,-0.04467462,0.04244843,0.02466908,-0.04111493,0.01556705,-0.02421860,-0.02664711,0.00856208,-0.02155729,-0.04780108,0.00499905,-0.01787401,-0.01187567,0.03845255,0.03452289,0.02433683,0.00798330,-0.00308527,0.03423952,-0.04462672,0.02659683,0.00400476,-0.00872269,0.04122667,-0.01758025,-0.03487648,0.03519389,-0.04277730,-0.01400308,0.04458903,0.04186187,0.01584796,0.03240365,-0.00558107,-0.01136284,-0.02762109,-0.04642052,0.01952517,-0.03155539,0.04936750,-0.00672054,-0.01636701,0.04216102,0.04645557,0.03748654,0.00280537,0.00901758,0.01332719,-0.00246372,0.01502446,-0.03277584,0.01588047,0.02189082,0.04475382,-0.03220458,0.00580325,0.03844624,0.00657573,0.04189787,-0.03386312,0.04374099,0.01942760,-0.02399744,-0.00584108,0.04752667,-0.01965418,0.01482520,0.04157613,-0.00161191,0.04047927,0.01254743,-0.00075103,0.02030354,-0.04101618,0.03830472,0.02892895,-0.01713741,0.00169336,0.00576182,0.04382719,0.03512257,0.02216256,-0.01708453,0.02443979,-0.00389993,0.03872205,0.04003433,0.03769620,0.02513003,-0.01865410,-0.03303891,0.02976008,0.04852830,0.04703722,-0.01319788,-0.03479921,-0.03758335,-0.04094976,-0.02313858,-0.03001619,0.03953052,-0.03761675,-0.03556527,-0.03196254,-0.01608898,0.03073252,-0.04321542,0.01061317,0.00856455
-0.00464613,0.04028949,0.03343848,-0.02214733,-0.00513441,-0.04118029,0.02288350,-0.03797239,-0.02303139,0.01264049,0.02459955,0.03333471,-0.02079614,0.03576623,0.01724080,0.01026319,0.02911952,0.00101591,0.02803767,-0.01017690,0.03100425,0.00433777,-0.04238437,0.02339677,-0.02159449,0.00184977,0.01357380,-0.00020511,0.02971509,0.01172793,-0.01097867,-0.03437948,-0.03311449,0.03834071,-0.02438675,0.01037051,0.01946865,0.04540249,0.00970650,-0.02581980,-0.03021136,-0.01480751,-0.02909816,-0.00600012,0.02293007,0.00102473,0.04494848,0.01290971,0.01916775,0.00707003,-0.02396928,0.03970784,0.03872706,0.00555100,0.01824636,0.01626905,0.04911638,0.03275236,0.04463731,-0.03792788,-0.01899598,-0.04544292,-0.04166224,-0.00456739,-0.00649827,0.04846530,0.00495992,-0.00159267,0.01774260,0.02971315,-0.03842760,0.00112338,-0.02705567,-0.04806691,-0.04515119,0.00040115,0.01325310,0.01543476,0.02886965,-0.02621671,0.02944331,-0.03333646,0.01100230,0.02282104,0.00458499,0.02883099,0.02344891,-0.01115246,-0.03762246,-0.01416383,0.03591042,0.01768130,0.04907653,-0.03578775,0.03838999,-0.01979195,-0.04980156,0.01455948,-0.01552996,-0.04125014,-0.00446924,0.03114172,-0.01002549,0.00207613,-0.00879082,0.00177190,0.01772952,0.00252848,0.00278168,-0.03129262,0.03182808,0.04952366,0.04298905,0.00287824,-0.00511158,-0.03439299,-0.03841284,-0.01563849,0.00561070,-0.03737285,-0.00936129,-0.01559926,0.00699306,0.00822452,-0.04914211,-0.02942708,0.02283264,0.04711755
